414001 2 -249.6586 0
414002 2 -346.5374 0
414004 2 -58.7403 0
414007 2 -212.1452 0
414008 2 -434.3335 0
414009 1 224.2 0
414010 2 -487.2679 0
414011 2 -676.201 0
414012 1 783 0
414013 1 421 0
414013 2 -196.5219 0
414014 2 -570.1482 0
414015 1 210 0
414016 1 0 0
414017 1 0 0
414018 1 42 0
414019 1 330 0
414020 1 946 0
414021 2 -410.6496 0
414022 1 540 0
414026 1 270 0
414027 1 500 0
414029 2 -862.4122 0
414030 1 1250 0
414034 1 1188 0
414035 1 0 0
414037 1 40 0
424001 2 -589.8643 0
424002 1 2430.1 0
424002 2 -1263.688 0
424003 2 -790.0309 0
424004 2 -147.2256 0
424005 1 700 0
424006 2 -1026.332 0
424007 2 -368.2914 0
424008 2 -691.5092 0
424009 1 909 0
424010 2 -390.6598 0
424011 2 -878.1085 0
424012 1 409 0
424012 2 -207.6402 0
424013 2 -734.227 0
424014 1 994.1 0
424015 1 0 0
434003 2 -764.2582 0
434004 2 -970.8837 0
434005 2 -736.9551 0
434006 1 606.3 0
434006 2 -317.7961 0
434007 2 -460.649 0
434010 1 1596.7 0
434011 1 800 0
434011 2 -219.7158 0
434012 2 -321.1932 0
434013 2 -233.4284 0
434014 1 1080 0
434014 2 -332.6711 0
434015 1 604.7 0
434016 2 -76.8524 0
434017 2 -209.3251 0
434018 1 317.4 0
434019 2 -290.366 0
434020 2 -451.5445 0
434021 1 463 0
434021 2 -232.4603 0
434023 2 -24.5124 0
434025 1 0 0
437001 1 2196.6 0
444002 2 -934.5421 0
444004 2 -476.0975 0
444005 2 -208.7513 0
444006 2 -314.1044 0
444007 2 -605.0172 0
444008 2 -658.7615 0
444009 2 -639.8236 0
444010 2 -499.3729 0
444011 2 -400.0508 0
444012 2 -362.8744 0
444013 1 378 0
444014 1 756 0
444014 2 -101.5698 0
444015 2 -553.0111 0
444016 1 450 0
444017 1 900 0
444018 2 -489.2906 0
444019 1 1398 0
444020 1 590 0
444020 2 -423.8208 0
444021 1 950 0
444021 2 -17.9413 0
444022 1 590 0
444023 1 1000 0
444030 2 -77.6726 0
444031 2 -412.9158 0
444032 1 1080 0
444033 2 -1031.726 0
454002 2 -529.3713 0
454004 2 -68.4279 0
454005 2 -362.1488 0
454006 2 -490.6987 0
454008 2 -346.5309 0
464001 2 -386.6466 0
