414001 0 0 0
414002 0 0 0
414003 0 0 0
414004 0 0 0
414005 0 0 0
414006 0 0 0
414007 0 0 0
414008 0 0 0
414009 0 0 0
414010 0 0 0
414011 0 0 0
414012 0 0 0
414013 0 0 0
414014 0 0 0
414015 0 0 0
414016 0 0 0
414017 0 0 0
414018 0 0 0
414019 0 0 0
414020 0 0 0
414021 0 0 0
414022 0 0 0
414023 0 0 0
414026 0 0 0
414027 0 0 0
414029 0 0 0
414030 0 0 0
414031 0 0 0
414032 0 0 0
414033 0 0 0
414034 0 0 0
414035 0 0 0
414036 0 0 0
414037 0 0 0
417001 0 0 0
417002 0 0 0
424001 0 0 0
424002 0 0 0
424003 0 0 0
424004 0 0 0
424005 0 0 0
424006 0 0 0
424007 0 0 0
424008 0 0 0
424009 0 0 0
424010 0 0 0
424011 0 0 0
424012 0 0 0
424013 0 0 0
424014 0 0 0
424015 0 0 0
424016 0 0 0
434003 0 0 0
434004 0 0 0
434005 0 0 0
434006 0 0 0
434007 0 0 0
434008 0 0 0
434009 0 0 0
434010 0 0 0
434011 0 0 0
434012 0 0 0
434013 0 0 0
434014 0 0 0
434015 0 0 0
434016 0 0 0
434017 0 0 0
434018 0 0 0
434019 0 0 0
434020 0 0 0
434021 0 0 0
434022 0 0 0
434023 0 0 0
434024 0 0 0
434025 0 0 0
437001 0 0 0
437002 0 0 0
444001 0 0 0
444002 0 0 0
444003 0 0 0
444004 0 0 0
444005 0 0 0
444006 0 0 0
444007 0 0 0
444008 0 0 0
444009 0 0 0
444010 0 0 0
444011 0 0 0
444012 0 0 0
444013 0 0 0
444014 0 0 0
444015 0 0 0
444016 0 0 0
444017 0 0 0
444018 0 0 0
444019 0 0 0
444020 0 0 0
444021 0 0 0
444022 0 0 0
444023 0 0 0
444024 0 0 0
444025 0 0 0
444026 0 0 0
444028 0 0 0
444029 0 0 0
444030 0 0 0
444031 0 0 0
444032 0 0 0
444033 0 0 0
444034 0 0 0
447001 0 0 0
447002 0 0 0
454001 0 0 0
454002 0 0 0
454003 0 0 0
454004 0 0 0
454005 0 0 0
454006 0 0 0
454007 0 0 0
454008 0 0 0
464001 0 0 0
